Token	POS-Tag	OOV	Id	Index	__next__	Granularidade	Documento	Classe
abelha	NOUN	1	1	10	11	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll discorre sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll destaca que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll apresenta a pesquisa da química Ana Paula de Souza da Unicamp , a qual aborda a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza avaliou os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll conclui que a pesquisadora expõe que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll expõe que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza afirma que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll apresenta a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	1
""""	PUNCT	0	1	11	12	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll discorre sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll destaca que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll apresenta a pesquisa da química Ana Paula de Souza da Unicamp , a qual aborda a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza avaliou os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll conclui que a pesquisadora expõe que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll expõe que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza afirma que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll apresenta a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	1
(	PUNCT	0	1	12	13	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll discorre sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll destaca que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll apresenta a pesquisa da química Ana Paula de Souza da Unicamp , a qual aborda a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza avaliou os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll conclui que a pesquisadora expõe que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll expõe que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza afirma que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll apresenta a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	1
Jornal	PROPN	0	1	13	14	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll discorre sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll destaca que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll apresenta a pesquisa da química Ana Paula de Souza da Unicamp , a qual aborda a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza avaliou os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll conclui que a pesquisadora expõe que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll expõe que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza afirma que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll apresenta a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	1
da	ADP	0	1	14	15	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll discorre sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll destaca que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll apresenta a pesquisa da química Ana Paula de Souza da Unicamp , a qual aborda a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza avaliou os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll conclui que a pesquisadora expõe que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll expõe que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza afirma que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll apresenta a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	1
Unicamp	PROPN	1	1	15	16	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll discorre sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll destaca que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll apresenta a pesquisa da química Ana Paula de Souza da Unicamp , a qual aborda a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza avaliou os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll conclui que a pesquisadora expõe que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll expõe que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza afirma que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll apresenta a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	1
07	PROPN	0	1	16	17	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll discorre sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll destaca que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll apresenta a pesquisa da química Ana Paula de Souza da Unicamp , a qual aborda a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza avaliou os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll conclui que a pesquisadora expõe que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll expõe que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza afirma que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll apresenta a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	1
a	ADP	0	1	17	18	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll discorre sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll destaca que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll apresenta a pesquisa da química Ana Paula de Souza da Unicamp , a qual aborda a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza avaliou os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll conclui que a pesquisadora expõe que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll expõe que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza afirma que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll apresenta a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	1
20/08/2023	NUM	1	1	18	19	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll discorre sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll destaca que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll apresenta a pesquisa da química Ana Paula de Souza da Unicamp , a qual aborda a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza avaliou os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll conclui que a pesquisadora expõe que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll expõe que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza afirma que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll apresenta a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	1
)	PUNCT	0	1	19	20	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll discorre sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll destaca que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll apresenta a pesquisa da química Ana Paula de Souza da Unicamp , a qual aborda a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza avaliou os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll conclui que a pesquisadora expõe que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll expõe que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza afirma que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll apresenta a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	1
,	PUNCT	0	1	20	21	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll discorre sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll destaca que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll apresenta a pesquisa da química Ana Paula de Souza da Unicamp , a qual aborda a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza avaliou os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll conclui que a pesquisadora expõe que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll expõe que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza afirma que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll apresenta a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	1
Liana	PROPN	1	1	21	22	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll discorre sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll destaca que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll apresenta a pesquisa da química Ana Paula de Souza da Unicamp , a qual aborda a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza avaliou os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll conclui que a pesquisadora expõe que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll expõe que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza afirma que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll apresenta a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	1
Coll	PROPN	1	1	22	23	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll discorre sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll destaca que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll apresenta a pesquisa da química Ana Paula de Souza da Unicamp , a qual aborda a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza avaliou os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll conclui que a pesquisadora expõe que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll expõe que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza afirma que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll apresenta a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	1
discorre	VERB	1	1	23	24	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll discorre sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll destaca que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll apresenta a pesquisa da química Ana Paula de Souza da Unicamp , a qual aborda a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza avaliou os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll conclui que a pesquisadora expõe que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll expõe que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza afirma que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll apresenta a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	1
sobre	ADP	0	1	24	25	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll discorre sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll destaca que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll apresenta a pesquisa da química Ana Paula de Souza da Unicamp , a qual aborda a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza avaliou os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll conclui que a pesquisadora expõe que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll expõe que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza afirma que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll apresenta a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	1
